Date,DayOfWeek,S&P500,Gold_Close,Bitcoin_Close,Ethereum_Close
2017-07-03,1,2429.01,1217.9000244140625,2564.06005859375,282.8980102539
2017-07-05,3,2432.54,1220.4000244140625,2601.989990234375,268.7739868164
2017-07-06,4,2409.75,1222.199951171875,2608.56005859375,270.5490112305
2017-07-07,5,2425.18,1208.5999755859375,2518.659912109375,245.9909973145
2017-07-10,1,2427.43,1212.0999755859375,2372.56005859375,215.3569946289
2017-07-11,2,2425.53,1213.5999755859375,2337.7900390625,197.404006958
2017-07-12,3,2443.25,1218.0999755859375,2398.840087890625,230.7740020752
2017-07-13,4,2447.83,1216.300048828125,2357.89990234375,209.733001709
2017-07-14,5,2459.27,1226.5999755859375,2233.340087890625,199.6620025635
2017-07-17,1,2459.14,1232.800048828125,2228.409912109375,193.4239959717
2017-07-18,2,2460.61,1241.0999755859375,2318.8798828125,234.3910064697
2017-07-19,3,2473.83,1241.199951171875,2273.429931640625,199.7030029297
2017-07-20,4,2473.45,1244.800048828125,2817.60009765625,227.2649993896
2017-07-21,5,2472.54,1254.300048828125,2667.760009765625,218.3049926758
2017-07-24,1,2469.91,1253.9000244140625,2754.860107421875,224.7109985352
2017-07-25,2,2477.13,1251.699951171875,2576.47998046875,206.7100067139
2017-07-26,3,2477.83,1249.0,2529.449951171875,203.9530029297
2017-07-27,4,2475.42,1259.5999755859375,2671.780029296875,204.3179931641
2017-07-28,5,2472.1,1268.4000244140625,2809.010009765625,193.1230010986
2017-07-31,1,2470.3,1266.5999755859375,2875.340087890625,203.8710021973
2017-08-01,2,2476.35,1272.5999755859375,2718.260009765625,226.7689971924
2017-08-02,3,2477.57,1271.800048828125,2710.669921875,219.9519958496
2017-08-03,4,2472.16,1267.800048828125,2804.72998046875,225.3419952393
2017-08-04,5,2476.83,1258.300048828125,2895.889892578125,223.0729980469
2017-08-07,1,2480.91,1258.199951171875,3378.93994140625,269.1799926758
2017-08-08,2,2474.92,1256.4000244140625,3419.93994140625,296.7690124512
2017-08-09,3,2474.02,1273.0,3342.469970703125,296.0270080566
2017-08-10,4,2438.21,1283.699951171875,3381.280029296875,295.891998291
2017-08-11,5,2441.32,1287.699951171875,3650.6201171875,308.8640136719
2017-08-14,1,2465.84,1284.199951171875,4325.1298828125,300.0969848633
2017-08-15,2,2464.61,1273.699951171875,4181.93017578125,289.8179931641
2017-08-16,3,2468.11,1276.9000244140625,4376.6298828125,302.266998291
2017-08-17,4,2430.01,1286.4000244140625,4331.68994140625,301.4570007324
2017-08-18,5,2425.55,1285.699951171875,4160.6201171875,295.5899963379
2017-08-21,1,2428.37,1290.800048828125,4001.739990234375,321.591003418
2017-08-22,2,2452.51,1285.0999755859375,4100.52001953125,314.7850036621
2017-08-23,3,2444.04,1288.9000244140625,4151.52001953125,317.5190124512
2017-08-24,4,2438.97,1286.5,4334.68017578125,325.6109924316
2017-08-25,5,2443.05,1292.5,4371.60009765625,331.9150085449
2017-08-28,1,2444.24,1309.699951171875,4382.66015625,347.7470092773
2017-08-29,2,2446.3,1313.0999755859375,4579.02001953125,370.6669921875
2017-08-30,3,2457.59,1308.0999755859375,4565.2998046875,378.4849853516
2017-08-31,4,2471.65,1316.199951171875,4703.39013671875,383.0419921875
2017-09-01,5,2476.55,1324.5,4892.009765625,387.7409973145
2017-09-05,2,2457.85,1339.199951171875,4376.52978515625,312.9880065918
2017-09-06,3,2465.54,1333.9000244140625,4597.1201171875,334.3380126953
2017-09-07,4,2465.1,1345.0999755859375,4599.8798828125,329.4280090332
2017-09-08,5,2461.43,1346.0,4228.75,296.4970092773
2017-09-11,1,2488.11,1331.0,4161.27001953125,294.5320129395
2017-09-12,2,2496.48,1328.0,4130.81005859375,291.4639892578
2017-09-13,3,2498.37,1323.4000244140625,3882.590087890625,277.1119995117
2017-09-14,4,2495.62,1324.699951171875,3154.949951171875,213.9080047607
2017-09-15,5,2500.23,1320.4000244140625,3637.52001953125,250.4640045166
2017-09-18,1,2503.87,1306.300048828125,4065.199951171875,293.4970092773
2017-09-19,2,2506.65,1306.199951171875,3924.969970703125,282.8039855957
2017-09-20,3,2508.24,1312.0,3905.949951171875,283.7420043945
2017-09-21,4,2500.6,1290.5999755859375,3631.0400390625,258.5799865723
2017-09-22,5,2502.22,1293.300048828125,3630.699951171875,264.3099975586
2017-09-25,1,2496.66,1306.800048828125,3926.070068359375,292.3320007324
2017-09-26,2,2496.84,1297.0,3892.35009765625,287.4379882813
2017-09-27,3,2507.04,1283.4000244140625,4200.669921875,306.467010498
2017-09-28,4,2510.06,1285.5,4174.72998046875,299.1549987793
2017-09-29,5,2519.36,1281.5,4163.06982421875,291.467010498
2017-10-02,1,2529.12,1272.699951171875,4409.31982421875,297.4750061035
2017-10-03,2,2534.58,1271.5,4317.47998046875,292.4630126953
2017-10-04,3,2537.74,1273.699951171875,4229.35986328125,292.657989502
2017-10-05,4,2552.07,1269.9000244140625,4328.41015625,295.8630065918
2017-10-06,5,2549.33,1271.5999755859375,4370.81005859375,308.5880126953
2017-10-09,1,2544.73,1281.800048828125,4772.02001953125,297.391998291
2017-10-10,2,2550.64,1290.5999755859375,4781.990234375,299.8699951172
2017-10-11,3,2555.24,1285.800048828125,4826.47998046875,303.4559936523
2017-10-12,4,2550.93,1293.300048828125,5446.91015625,304.1359863281
2017-10-13,5,2553.17,1301.5,5647.2099609375,338.7569885254
2017-10-16,1,2557.64,1299.9000244140625,5725.58984375,333.3840026855
2017-10-17,2,2559.36,1283.0,5605.509765625,317.0820007324
2017-10-18,3,2561.26,1279.9000244140625,5590.68994140625,314.3190002441
2017-10-19,4,2562.1,1286.9000244140625,5708.52001953125,308.0880126953
2017-10-20,5,2575.21,1277.4000244140625,6011.4501953125,304.0060119629
2017-10-23,1,2564.98,1277.699951171875,5930.31982421875,286.950012207
2017-10-24,2,2569.13,1275.0,5526.64013671875,298.3280029297
2017-10-25,3,2557.15,1275.4000244140625,5750.7998046875,297.924987793
2017-10-26,4,2560.4,1266.300048828125,5904.830078125,296.5270080566
2017-10-27,5,2581.07,1268.5,5780.89990234375,297.4230041504
2017-10-30,1,2572.83,1274.0999755859375,6130.52978515625,307.7510070801
2017-10-31,2,2575.26,1267.0,6468.39990234375,305.8789978027
2017-11-01,3,2579.36,1274.0999755859375,6767.31005859375,291.6940002441
2017-11-02,4,2579.85,1274.9000244140625,7078.5,287.4289855957
2017-11-03,5,2587.84,1266.5,7207.759765625,305.7109985352
2017-11-06,1,2591.13,1279.4000244140625,7022.759765625,298.891998291
2017-11-07,2,2590.64,1273.699951171875,7144.3798828125,294.658996582
2017-11-08,3,2594.38,1281.5999755859375,7459.68994140625,309.0700073242
2017-11-09,4,2584.62,1285.5999755859375,7143.580078125,320.8840026855
2017-11-10,5,2582.3,1272.4000244140625,6618.14013671875,299.2529907227
2017-11-13,1,2584.84,1277.300048828125,6559.490234375,316.716003418
2017-11-14,2,2578.87,1281.5,6635.75,337.6310119629
2017-11-15,3,2564.62,1276.5,7315.5400390625,333.3569946289
2017-11-16,4,2585.64,1277.4000244140625,7871.68994140625,330.9240112305
2017-11-17,5,2578.85,1295.800048828125,7708.990234375,332.3940124512
2017-11-20,1,2582.14,1274.5999755859375,8200.6396484375,366.7300109863
2017-11-21,2,2599.03,1281.0999755859375,8071.259765625,360.4010009766
2017-11-22,3,2597.08,1291.5999755859375,8253.5498046875,380.6520080566
2017-11-24,5,2602.42,1286.699951171875,8253.6904296875,474.9110107422
2017-11-27,1,2601.42,1293.800048828125,9818.349609375,480.3550109863
2017-11-28,2,2627.04,1294.699951171875,10058.7998046875,472.9020080566
2017-11-29,3,2626.07,1282.0999755859375,9888.6103515625,427.5230102539
2017-11-30,4,2647.58,1273.199951171875,10233.599609375,447.1140136719
2017-12-01,5,2642.22,1278.800048828125,10975.599609375,466.5400085449
2017-12-04,1,2639.44,1274.300048828125,11657.2001953125,470.2040100098
2017-12-05,2,2629.57,1261.5999755859375,11916.7001953125,463.2810058594
2017-12-06,3,2629.27,1262.800048828125,14291.5,428.5880126953
2017-12-07,4,2636.98,1249.800048828125,17899.69921875,434.407989502
2017-12-08,5,2651.5,1245.199951171875,16569.400390625,456.0310058594
2017-12-11,1,2659.99,1243.699951171875,16936.80078125,515.1359863281
2017-12-12,2,2664.11,1238.5,17415.400390625,651.4310302734
2017-12-13,3,2662.85,1245.4000244140625,16408.19921875,702.7670288086
2017-12-14,4,2652.01,1253.800048828125,16564.0,695.8159790039
2017-12-15,5,2675.81,1254.300048828125,17706.900390625,684.4479980469
2017-12-18,1,2690.16,1262.199951171875,19114.19921875,794.6450195313
2017-12-19,2,2681.47,1260.699951171875,17776.69921875,826.8229980469
2017-12-20,3,2679.25,1266.0999755859375,16624.599609375,819.0859985352
2017-12-21,4,2684.57,1267.300048828125,15802.900390625,821.0629882813
2017-12-22,5,2683.34,1275.4000244140625,13831.7998046875,674.8599853516
2017-12-26,2,2680.5,1284.0999755859375,16099.7998046875,773.8359985352
2017-12-27,3,2682.62,1287.0,15838.5,762.8419799805
2017-12-28,4,2687.54,1294.0999755859375,14606.5,737.0230102539
2017-12-29,5,2673.61,1306.300048828125,14656.2001953125,753.5919799805
2018-01-02,2,2695.81,1313.699951171875,14982.099609375,884.4439697266
2018-01-03,3,2713.06,1316.199951171875,15201.0,962.7199707031
2018-01-04,4,2723.99,1319.4000244140625,15599.2001953125,980.9219970703
2018-01-05,5,2743.15,1320.300048828125,17429.5,997.7199707031
2018-01-08,1,2747.71,1318.5999755859375,15170.099609375,1148.5300292969
2018-01-09,2,2751.29,1311.699951171875,14595.400390625,1299.7399902344
2018-01-10,3,2748.23,1317.4000244140625,14973.2998046875,1255.8199462891
2018-01-11,4,2767.56,1320.5999755859375,13405.7998046875,1154.9300537109
2018-01-12,5,2786.24,1333.4000244140625,13980.599609375,1273.1999511719
2018-01-16,2,2776.42,1335.4000244140625,11490.5,1053.6899414063
2018-01-17,3,2802.56,1338.0,11188.599609375,1014.25
2018-01-18,4,2798.03,1326.0,11474.900390625,1036.2800292969
2018-01-19,5,2810.3,1331.9000244140625,11607.400390625,1039.0999755859
2018-01-22,1,2832.97,1330.9000244140625,10931.400390625,1003.2600097656
2018-01-23,2,2839.13,1335.699951171875,10868.400390625,986.2290039063
2018-01-24,3,2837.54,1355.9000244140625,11359.400390625,1058.7800292969
2018-01-25,4,2839.25,1362.4000244140625,11259.400390625,1056.0300292969
2018-01-26,5,2872.87,1351.5999755859375,11171.400390625,1055.1700439453
2018-01-30,2,2822.43,1335.4000244140625,10106.2998046875,1071.1300048828
2018-01-31,3,2823.81,1339.0,10221.099609375,1118.3100585938
2018-02-01,4,2821.98,1344.300048828125,9170.5400390625,1036.7900390625
2018-02-02,5,2762.13,1333.699951171875,8830.75,915.7849731445
2018-02-05,1,2648.94,1333.0,6955.27001953125,697.9509887695
2018-02-06,2,2695.14,1326.0999755859375,7754.0,793.1220092773
2018-02-07,3,2681.66,1311.5999755859375,7621.2998046875,757.0679931641
2018-02-08,4,2581.0,1316.9000244140625,8265.58984375,817.8070068359
2018-02-09,5,2619.55,1313.0999755859375,8736.98046875,883.8649902344
2018-02-12,1,2656.0,1324.199951171875,8926.5703125,868.7069702148
2018-02-13,2,2662.94,1328.0999755859375,8598.3095703125,845.2579956055
2018-02-14,3,2698.63,1355.5,9494.6298828125,923.5609741211
2018-02-15,4,2731.2,1352.0999755859375,10166.400390625,936.9760131836
2018-02-16,5,2732.22,1353.199951171875,10233.900390625,944.2100219727
2018-02-20,2,2716.26,1328.800048828125,11403.7001953125,895.3709716797
2018-02-21,3,2701.33,1330.0,10690.400390625,849.9710083008
2018-02-22,4,2703.96,1330.5999755859375,10005.0,812.8449707031
2018-02-23,5,2747.3,1328.199951171875,10301.099609375,864.1890258789
2018-02-26,1,2779.6,1330.699951171875,10366.7001953125,869.3150024414
2018-02-27,2,2744.28,1315.5,10725.599609375,878.2650146484
2018-02-28,3,2713.83,1315.5,10397.900390625,855.1989746094
2018-03-01,4,2677.67,1302.9000244140625,10951.0,872.200012207
2018-03-02,5,2691.25,1321.0999755859375,11086.400390625,856.8530273438
2018-03-05,1,2720.94,1318.0999755859375,11573.2998046875,853.6840209961
2018-03-06,2,2728.12,1333.5999755859375,10779.900390625,816.9509887695
2018-03-07,3,2726.8,1326.0,9965.5703125,752.8309936523
2018-03-08,4,2738.97,1319.9000244140625,9395.009765625,704.5960083008
2018-03-09,5,2786.57,1322.4000244140625,9337.5498046875,728.916015625
2018-03-12,1,2783.02,1319.4000244140625,9205.1201171875,699.8309936523
2018-03-13,2,2765.31,1325.9000244140625,9194.849609375,690.8270263672
2018-03-14,3,2749.48,1324.4000244140625,8269.8095703125,614.291015625
2018-03-15,4,2747.33,1316.800048828125,8300.8603515625,611.3040161133
2018-03-16,5,2752.01,1311.300048828125,8338.349609375,601.666015625
2018-03-19,1,2712.92,1316.800048828125,8630.650390625,556.7260131836
2018-03-20,2,2716.94,1311.0999755859375,8913.4697265625,557.174987793
2018-03-21,3,2711.93,1320.699951171875,8929.2802734375,561.7319946289
2018-03-22,4,2643.69,1326.5999755859375,8728.4697265625,539.7020263672
2018-03-23,5,2588.26,1349.300048828125,8879.6201171875,539.6190185547
2018-03-26,1,2658.55,1354.4000244140625,8209.400390625,489.9509887695
2018-03-27,2,2612.62,1341.300048828125,7833.0400390625,450.1159973145
2018-03-28,3,2605.0,1324.199951171875,7954.47998046875,446.2789916992
2018-03-29,4,2640.87,1322.800048828125,7165.7001953125,385.9679870605
2018-04-02,1,2581.88,1342.0999755859375,7083.7998046875,386.424987793
2018-04-03,2,2614.45,1332.800048828125,7456.10986328125,416.8930053711
2018-04-04,3,2644.69,1335.800048828125,6853.83984375,380.5429992676
2018-04-05,4,2662.84,1324.300048828125,6811.47021484375,383.2319946289
2018-04-06,5,2604.47,1331.9000244140625,6636.31982421875,370.2850036621
2018-04-09,1,2613.16,1336.300048828125,6770.72998046875,398.5260009766
2018-04-10,2,2656.87,1342.0,6834.759765625,414.2430114746
2018-04-11,3,2642.19,1356.5,6968.31982421875,430.5400085449
2018-04-12,4,2663.99,1338.4000244140625,7889.25,492.9410095215
2018-04-13,5,2656.3,1344.800048828125,7895.9599609375,492.7349853516
2018-04-16,1,2677.84,1347.5,8058.669921875,511.1470031738
2018-04-17,2,2706.39,1347.199951171875,7902.08984375,502.8940124512
2018-04-18,3,2708.64,1351.199951171875,8163.419921875,524.7890014648
2018-04-19,4,2693.13,1346.800048828125,8294.3095703125,567.8889770508
2018-04-20,5,2670.14,1336.699951171875,8845.830078125,615.7180175781
2018-04-23,1,2670.29,1322.5,8930.8798828125,642.5479736328
2018-04-24,2,2634.56,1331.4000244140625,9697.5,708.1580200195
2018-04-25,3,2639.4,1321.199951171875,8845.740234375,615.416015625
2018-04-26,4,2666.94,1316.300048828125,9281.509765625,662.8090209961
2018-04-27,5,2669.91,1320.300048828125,8987.0498046875,647.0319824219
2018-04-30,1,2648.05,1316.199951171875,9240.5498046875,669.9240112305
2018-05-01,2,2654.8,1303.800048828125,9119.009765625,673.6129760742
2018-05-02,3,2635.67,1302.5999755859375,9235.919921875,687.1489868164
2018-05-03,4,2629.73,1310.699951171875,9743.8603515625,779.5430297852
2018-05-04,5,2663.42,1312.699951171875,9700.759765625,785.6240234375
2018-05-07,1,2672.63,1312.199951171875,9373.009765625,753.7249755859
2018-05-08,2,2671.92,1312.0,9234.8203125,752.8569946289
2018-05-09,3,2697.79,1311.300048828125,9325.1796875,752.2750244141
2018-05-10,4,2723.07,1320.800048828125,9043.9404296875,727.2769775391
2018-05-11,5,2727.72,1319.0,8441.490234375,679.5859985352
2018-05-14,1,2730.13,1316.5,8716.7900390625,730.5490112305
2018-05-15,2,2711.45,1288.9000244140625,8510.3798828125,708.8709716797
2018-05-16,3,2722.46,1290.199951171875,8368.830078125,707.049987793
2018-05-17,4,2720.13,1288.199951171875,8094.31982421875,672.6569824219
2018-05-18,5,2712.97,1290.199951171875,8250.9697265625,694.3670043945
2018-05-21,1,2733.01,1290.199951171875,8418.990234375,699.2219848633
2018-05-22,2,2724.44,1291.699951171875,8041.77978515625,647.741027832
2018-05-23,3,2733.29,1289.300048828125,7557.81982421875,583.5850219727
2018-05-24,4,2727.76,1303.699951171875,7587.33984375,601.7550048828
2018-05-25,5,2721.33,1303.300048828125,7480.14013671875,586.7340087891
2018-05-29,2,2689.86,1298.699951171875,7472.58984375,565.3880004883
2018-05-30,3,2724.01,1301.5,7406.52001953125,559.5900268555
2018-05-31,4,2705.27,1300.0999755859375,7494.169921875,577.6450195313
2018-06-01,5,2734.62,1294.800048828125,7541.4501953125,580.0430297852
2018-06-04,1,2746.87,1293.0999755859375,7514.47021484375,592.9849853516
2018-06-05,2,2748.8,1297.5,7633.759765625,609.3029785156
2018-06-06,3,2772.35,1297.0999755859375,7653.97998046875,607.1240234375
2018-06-07,4,2770.37,1298.699951171875,7678.240234375,605.1870117188
2018-06-08,5,2779.03,1298.0999755859375,7624.919921875,601.0770263672
2018-06-11,1,2782.0,1298.9000244140625,6906.919921875,533.283996582
2018-06-12,2,2786.85,1295.0999755859375,6582.35986328125,496.8429870605
2018-06-13,3,2775.63,1296.9000244140625,6349.89990234375,477.4939880371
2018-06-14,4,2782.49,1304.0,6675.35009765625,519.7420043945
2018-06-15,5,2779.66,1274.5999755859375,6456.580078125,491.0039978027
2018-06-18,1,2773.75,1276.199951171875,6734.81982421875,518.8909912109
2018-06-19,2,2762.59,1275.5999755859375,6769.93994140625,537.9569702148
2018-06-20,3,2767.32,1271.199951171875,6776.5498046875,536.2680053711
2018-06-21,4,2749.76,1267.199951171875,6729.740234375,527.3670043945
2018-06-22,5,2754.88,1267.4000244140625,6083.68994140625,465.816986084
2018-06-25,1,2717.07,1265.5999755859375,6249.18017578125,460.3099975586
2018-06-26,2,2723.06,1256.5999755859375,6093.669921875,432.7720031738
2018-06-27,3,2699.63,1252.800048828125,6157.1298828125,442.3649902344
2018-06-28,4,2716.31,1247.800048828125,5903.43994140625,422.3649902344
2018-06-29,5,2718.37,1251.300048828125,6218.2998046875,436.0090026855
2018-07-02,1,2726.71,1239.800048828125,6614.18017578125,475.3469848633
2018-07-03,2,2713.22,1251.5999755859375,6529.58984375,464.1950073242
2018-07-05,4,2736.61,1257.300048828125,6639.14013671875,474.4119873047
2018-07-06,5,2759.82,1254.300048828125,6673.5,474.0119934082
2018-07-09,1,2784.17,1258.0999755859375,6741.75,476.6820068359
2018-07-10,2,2793.84,1253.800048828125,6329.9501953125,434.4240112305
2018-07-11,3,2774.02,1242.800048828125,6394.7099609375,446.5180053711
2018-07-12,4,2798.29,1245.0,6228.81005859375,430.074005127
2018-07-13,5,2801.31,1239.5999755859375,6238.0498046875,434.0270080566
2018-07-16,1,2798.43,1238.0999755859375,6741.75,480.657989502
2018-07-17,2,2809.55,1225.699951171875,7321.0400390625,501.0020141602
2018-07-18,3,2815.62,1226.300048828125,7370.77978515625,480.5130004883
2018-07-19,4,2804.49,1222.4000244140625,7466.85986328125,469.6189880371
2018-07-20,5,2801.83,1229.5,7354.1298828125,450.6979980469
2018-07-23,1,2806.98,1224.0,7711.10986328125,450.8529968262
2018-07-24,2,2820.4,1223.9000244140625,8424.26953125,479.3729858398
2018-07-25,3,2846.07,1231.4000244140625,8181.39013671875,472.4930114746
2018-07-26,4,2837.44,1225.300048828125,7951.580078125,464.0369873047
2018-07-27,5,2818.82,1222.5999755859375,8165.009765625,469.6659851074
2018-07-30,1,2802.6,1221.300048828125,8180.47998046875,457.081
2018-07-31,2,2816.29,1223.699951171875,7780.43994140625,433.867
2018-08-01,3,2813.36,1217.9000244140625,7624.91015625,420.747
2018-08-02,4,2827.22,1210.5999755859375,7567.14990234375,412.621
2018-08-03,5,2840.35,1214.199951171875,7434.39013671875,418.262
2018-08-06,1,2850.4,1208.5999755859375,6951.7998046875,406.658
2018-08-07,2,2858.45,1209.5999755859375,6753.1201171875,380.215
2018-08-08,3,2857.7,1212.5999755859375,6305.7998046875,356.613
2018-08-09,4,2853.58,1211.9000244140625,6568.22998046875,365.588
2018-08-10,5,2833.28,1211.0999755859375,6184.7099609375,334.176
2018-08-13,1,2821.93,1191.300048828125,6297.56982421875,286.495
2018-08-14,2,2839.96,1193.0,6199.7099609375,278.932
2018-08-15,3,2818.37,1177.5,6308.52001953125,282.364
2018-08-16,4,2840.69,1176.199951171875,6334.72998046875,288.046
2018-08-17,5,2850.13,1176.5,6580.6298828125,315.729
2018-08-20,1,2857.05,1186.800048828125,6308.52978515625,274.315
2018-08-21,2,2862.96,1192.5999755859375,6488.759765625,281.944
2018-08-22,3,2861.82,1196.300048828125,6376.7099609375,271.341
2018-08-23,4,2856.98,1187.0,6534.8798828125,277.104
2018-08-24,5,2874.69,1206.300048828125,6719.9599609375,282.967
2018-08-27,1,2896.74,1209.0,6884.64013671875,285.603
2018-08-28,2,2897.52,1207.4000244140625,7096.27978515625,296.499
2018-08-29,3,2914.04,1204.5,7047.16015625,289.312
2018-08-30,4,2901.13,1197.699951171875,6978.22998046875,284.105
2018-08-31,5,2901.52,1200.300048828125,7037.580078125,283.004
2018-09-04,2,2896.72,1192.699951171875,7361.66015625,285.723
2018-09-05,3,2888.6,1194.9000244140625,6792.830078125,232.331
2018-09-06,4,2878.05,1197.9000244140625,6529.169921875,230.215
2018-09-07,5,2871.68,1193.5999755859375,6467.06982421875,217.203
2018-09-10,1,2877.13,1193.0,6329.7001953125,197.079
2018-09-11,2,2887.89,1195.4000244140625,6321.2001953125,185.066
2018-09-12,3,2888.92,1204.699951171875,6351.7998046875,183.331
2018-09-13,4,2904.18,1202.0,6517.31005859375,211.354
2018-09-14,5,2904.98,1195.0,6512.7099609375,211.749
2018-09-17,1,2888.8,1199.699951171875,6281.2001953125,197.875
2018-09-18,2,2904.31,1196.800048828125,6371.2998046875,209.975
2018-09-19,3,2907.95,1202.199951171875,6398.5400390625,209.969
2018-09-20,4,2930.75,1206.199951171875,6519.669921875,224.591
2018-09-21,5,2929.67,1196.199951171875,6734.9501953125,246.584
2018-09-24,1,2919.37,1199.300048828125,6595.41015625,228.73
2018-09-25,2,2915.56,1200.0,6446.47021484375,218.505
2018-09-26,3,2905.97,1194.0,6495.0,215.847
2018-09-27,4,2914.0,1182.300048828125,6676.75,228.494
2018-09-28,5,2913.98,1191.5,6644.1298828125,222.402
2018-10-01,1,2924.59,1187.0999755859375,6589.6201171875,230.768
2018-10-02,2,2923.43,1202.4000244140625,6556.10009765625,227.181
2018-10-03,3,2925.51,1198.300048828125,6502.58984375,220.489
2018-10-04,4,2901.61,1197.199951171875,6576.68994140625,222.218
2018-10-05,5,2885.57,1201.199951171875,6622.47998046875,227.601
2018-10-08,1,2884.43,1184.4000244140625,6652.22998046875,229.255
2018-10-09,2,2880.34,1187.199951171875,6642.64013671875,227.982
2018-10-10,3,2785.68,1189.300048828125,6585.52978515625,225.769
2018-10-11,4,2728.37,1223.5,6256.240234375,189.499
2018-10-12,5,2767.13,1218.0999755859375,6274.580078125,196.727
2018-10-15,1,2750.79,1226.4000244140625,6596.5400390625,209.704
2018-10-16,2,2809.92,1227.300048828125,6596.10986328125,210.12
2018-10-17,3,2809.21,1223.699951171875,6544.43017578125,207.083
2018-10-18,4,2768.78,1226.5,6476.7099609375,203.352
2018-10-19,5,2767.78,1225.300048828125,6465.41015625,203.727
2018-10-22,1,2755.88,1221.199951171875,6487.16015625,204.044
2018-10-23,2,2740.69,1233.4000244140625,6475.740234375,204.336
2018-10-24,3,2656.1,1227.800048828125,6495.83984375,203.852
2018-10-25,4,2705.57,1229.0999755859375,6476.2900390625,202.719
2018-10-26,5,2658.69,1232.5,6474.75,203.329
2018-10-29,1,2641.25,1224.5,6332.6298828125,197.247
2018-10-30,2,2682.63,1222.5999755859375,6334.27001953125,197.556
2018-10-31,3,2711.74,1212.300048828125,6317.60986328125,197.381
2018-11-01,4,2740.37,1236.0,6377.77978515625,198.872
2018-11-02,5,2723.06,1230.9000244140625,6388.43994140625,200.635
2018-11-05,1,2738.31,1229.800048828125,6419.66015625,209.091
2018-11-06,2,2755.45,1223.800048828125,6461.009765625,218.452
2018-11-07,3,2813.89,1226.199951171875,6530.14013671875,217.183
2018-11-08,4,2806.83,1222.9000244140625,6453.72021484375,212.231
2018-11-09,5,2781.01,1206.4000244140625,6385.6201171875,210.074
2018-11-12,1,2726.22,1201.300048828125,6371.27001953125,210.418
2018-11-13,2,2722.18,1199.199951171875,6359.490234375,206.826
2018-11-14,3,2701.58,1207.9000244140625,5738.35009765625,181.397
2018-11-15,4,2730.2,1212.800048828125,5648.02978515625,180.806
2018-11-16,5,2736.27,1220.800048828125,5575.5498046875,175.177
2018-11-19,1,2690.73,1223.0999755859375,4871.490234375,149.175
2018-11-20,2,2641.89,1219.0,4451.8701171875,130.339
2018-11-21,3,2649.93,1225.800048828125,4602.169921875,136.701
2018-11-23,5,2632.56,1221.0,4347.10986328125,123.296
2018-11-26,1,2673.45,1220.199951171875,3779.1298828125,108.335
2018-11-27,2,2682.17,1211.199951171875,3820.719970703125,110.01
2018-11-28,3,2743.79,1221.4000244140625,4257.419921875,122.438
2018-11-29,4,2737.8,1224.0999755859375,4278.8466796875,117.542645204
2018-11-30,5,2760.17,1220.199951171875,4017.2685546875,113.171421096
2018-12-03,1,2790.37,1233.9000244140625,3894.130859375,108.925017829
2018-12-04,2,2700.06,1241.0999755859375,3956.893798828125,110.214189589
2018-12-06,4,2695.95,1238.0999755859375,3521.101806640625,91.7610561566
2018-12-07,5,2633.08,1246.800048828125,3419.937255859375,93.2945640148
2018-12-10,1,2637.72,1243.699951171875,3502.656005859375,91.6856567551
2018-12-11,2,2636.78,1241.9000244140625,3424.588134765625,88.9453032129
2018-12-12,3,2651.07,1244.4000244140625,3486.9501953125,90.5933019065
2018-12-13,4,2650.54,1242.699951171875,3313.67724609375,86.5393148885
2018-12-14,5,2599.95,1237.0,3242.48486328125,84.30829593
2018-12-17,1,2545.94,1247.4000244140625,3545.86474609375,95.1338271163
2018-12-18,2,2546.16,1249.199951171875,3696.05908203125,101.112455798
2018-12-19,3,2506.96,1252.0999755859375,3745.95068359375,101.268575225
2018-12-20,4,2467.42,1263.5999755859375,4134.44140625,116.21687011
2018-12-21,5,2416.62,1253.800048828125,3896.543701171875,109.496233553
2018-12-24,1,2351.1,1267.5,4078.59912109375,140.23800256
2018-12-26,3,2467.7,1269.199951171875,3857.297607421875,131.865627374
2018-12-27,4,2488.83,1277.300048828125,3654.83349609375,116.575910514
2018-12-28,5,2485.74,1279.9000244140625,3923.918701171875,137.647013306
2018-12-31,1,2506.85,1278.300048828125,3742.700439453125,133.368263445
2019-01-02,3,2510.03,1281.0,3943.409423828125,155.047677215
2019-01-03,4,2447.89,1291.800048828125,3836.7412109375,149.135003379
2019-01-04,5,2531.94,1282.699951171875,3857.717529296875,154.58194227
2019-01-07,1,2549.69,1286.800048828125,4025.248291015625,151.699213451
2019-01-08,2,2574.41,1283.199951171875,4030.847900390625,150.359633438
2019-01-09,3,2584.96,1289.300048828125,4035.29638671875,150.80311047
2019-01-10,4,2596.64,1284.699951171875,3678.924560546875,128.625185944
2019-01-11,5,2596.26,1287.0999755859375,3687.365478515625,127.548324868
2019-01-14,1,2582.61,1289.0999755859375,3706.05224609375,129.068732601
2019-01-15,2,2610.3,1286.199951171875,3630.67529296875,122.032712316
2019-01-16,3,2616.1,1291.5999755859375,3655.0068359375,123.547061541
2019-01-17,4,2635.96,1291.0,3678.56396484375,123.741921671
2019-01-18,5,2670.71,1281.300048828125,3657.83935546875,121.010265197
2019-01-22,2,2632.9,1282.5,3604.5771484375,118.747550914
2019-01-23,3,2638.7,1283.0999755859375,3585.123046875,117.452609248
